review_text,rating,date,bank_name,source,sentiment
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Bank of Abyssinia,Google Play,negative
The worst app ever,1,2024-08-26,Bank of Abyssinia,Google Play,negative
Betanya Gebre,3,2024-08-23,Bank of Abyssinia,Google Play,positive
I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia,Google Play,negative
Excellent app,5,2024-08-21,Bank of Abyssinia,Google Play,positive
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play,negative
ትርሃስ,5,2024-08-19,Bank of Abyssinia,Google Play,negative
Gio,4,2024-08-19,Bank of Abyssinia,Google Play,positive
App isn't working,1,2024-08-18,Bank of Abyssinia,Google Play,negative
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia,Google Play,negative
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play,negative
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play,negative
Horrible,1,2024-08-14,Bank of Abyssinia,Google Play,negative
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia,Google Play,negative
Awesome 👌,5,2024-08-12,Bank of Abyssinia,Google Play,positive
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play,negative
Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia,Google Play,negative
Wedi Tekle .,5,2024-08-11,Bank of Abyssinia,Google Play,negative
Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia,Google Play,negative
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia,Google Play,negative
Nice appp,5,2024-08-11,Bank of Abyssinia,Google Play,positive
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia,Google Play,negative
Gooood app my dear,5,2024-08-10,Bank of Abyssinia,Google Play,negative
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia,Google Play,negative
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play,negative
Gamebela,1,2024-08-08,Bank of Abyssinia,Google Play,positive
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play,negative
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play,negative
Good job,5,2024-08-07,Bank of Abyssinia,Google Play,positive
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play,negative
Bad app .,1,2024-08-06,Bank of Abyssinia,Google Play,negative
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play,negative
Review,5,2024-08-06,Bank of Abyssinia,Google Play,positive
Goood,4,2024-08-06,Bank of Abyssinia,Google Play,negative
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia,Google Play,negative
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play,negative
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia,Google Play,negative
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play,negative
ok,5,2024-08-03,Bank of Abyssinia,Google Play,positive
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia,Google Play,positive
It's a useless app,1,2024-08-02,Bank of Abyssinia,Google Play,negative
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play,negative
Poor network,1,2024-08-01,Bank of Abyssinia,Google Play,negative
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia,Google Play,negative
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play,negative
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play,negative
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia,Google Play,negative
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia,Google Play,negative
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia,Google Play,negative
Nays,5,2024-07-28,Bank of Abyssinia,Google Play,negative
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play,negative
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play,negative
not active,1,2024-07-27,Bank of Abyssinia,Google Play,negative
To get good quality,5,2024-07-27,Bank of Abyssinia,Google Play,positive
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia,Google Play,negative
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play,negative
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia,Google Play,negative
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia,Google Play,negative
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play,negative
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia,Google Play,negative
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play,positive
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia,Google Play,negative
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play,negative
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play,negative
Allowed,5,2024-07-23,Bank of Abyssinia,Google Play,positive
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play,negative
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play,positive
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play,negative
Naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia,Google Play,negative
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia,Google Play,positive
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play,negative
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play,negative
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play,negative
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Bank of Abyssinia,Google Play,negative
ርይርፍ,3,2024-07-19,Bank of Abyssinia,Google Play,negative
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play,positive
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play,negative
mal,5,2024-07-16,Bank of Abyssinia,Google Play,negative
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play,negative
Excellent,5,2024-07-16,Bank of Abyssinia,Google Play,positive
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play,negative
😞😞😞😞,1,2024-07-16,Bank of Abyssinia,Google Play,negative
😡😡😡😡😡😡😡,1,2024-07-15,Bank of Abyssinia,Google Play,negative
The worst banking app,1,2024-07-15,Bank of Abyssinia,Google Play,negative
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,Bank of Abyssinia,Google Play,negative
No work app,5,2024-07-15,Bank of Abyssinia,Google Play,negative
Is ok but stop sundenly,5,2024-07-15,Bank of Abyssinia,Google Play,positive
🤷🤷🤷,3,2024-07-15,Bank of Abyssinia,Google Play,negative
experienced,5,2024-07-14,Bank of Abyssinia,Google Play,positive
Very poor app. Its Always cresh and not compatible,2,2024-07-13,Bank of Abyssinia,Google Play,negative
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,Bank of Abyssinia,Google Play,negative
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,Bank of Abyssinia,Google Play,negative
The new app is very good,5,2024-07-13,Bank of Abyssinia,Google Play,positive
It's very good but sometimes isn't work probably,5,2024-07-12,Bank of Abyssinia,Google Play,negative
It doesn't work,1,2024-07-12,Bank of Abyssinia,Google Play,negative
ጭራሽ አይነፋም,1,2024-07-12,Bank of Abyssinia,Google Play,negative
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Bank of Abyssinia,Google Play,negative
The worst mobile banking app,1,2024-07-11,Bank of Abyssinia,Google Play,negative
It is not fast,3,2024-07-11,Bank of Abyssinia,Google Play,negative
Useless,1,2024-07-11,Bank of Abyssinia,Google Play,negative
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play,negative
